epoch,w0,w1,w2,misclassified_points
0,-0.31068188218299797,0.6599814397495125,0.5638629124264303,48
1,-0.31068188218299797,0.6599814397495125,0.5638629124264303,39
2,-0.31068188218299797,0.6599814397495125,0.5638629124264303,31
3,-0.31068188218299797,0.6599814397495125,0.5638629124264303,34
4,-0.31068188218299797,0.6599814397495125,0.5638629124264303,21
5,-0.31068188218299797,0.6599814397495125,0.5638629124264303,18
6,-0.31068188218299797,0.6599814397495125,0.5638629124264303,16
7,-0.31068188218299797,0.6599814397495125,0.5638629124264303,9
8,-0.31068188218299797,0.6599814397495125,0.5638629124264303,14
9,-0.31068188218299797,0.6599814397495125,0.5638629124264303,11
10,-0.31068188218299797,0.6599814397495125,0.5638629124264303,14
11,-0.31068188218299797,0.6599814397495125,0.5638629124264303,12
12,-0.31068188218299797,0.6599814397495125,0.5638629124264303,11
13,-0.31068188218299797,0.6599814397495125,0.5638629124264303,8
14,-0.31068188218299797,0.6599814397495125,0.5638629124264303,9
15,-0.31068188218299797,0.6599814397495125,0.5638629124264303,10
16,-0.31068188218299797,0.6599814397495125,0.5638629124264303,5
17,-0.31068188218299797,0.6599814397495125,0.5638629124264303,11
18,-0.31068188218299797,0.6599814397495125,0.5638629124264303,4
19,-0.31068188218299797,0.6599814397495125,0.5638629124264303,10
20,-0.31068188218299797,0.6599814397495125,0.5638629124264303,2
21,-0.31068188218299797,0.6599814397495125,0.5638629124264303,10
22,-0.31068188218299797,0.6599814397495125,0.5638629124264303,2
23,-0.31068188218299797,0.6599814397495125,0.5638629124264303,11
24,-0.31068188218299797,0.6599814397495125,0.5638629124264303,2
25,-0.31068188218299797,0.6599814397495125,0.5638629124264303,9
26,-0.31068188218299797,0.6599814397495125,0.5638629124264303,3
27,-0.31068188218299797,0.6599814397495125,0.5638629124264303,9
28,-0.31068188218299797,0.6599814397495125,0.5638629124264303,2
29,-0.31068188218299797,0.6599814397495125,0.5638629124264303,8
30,-0.31068188218299797,0.6599814397495125,0.5638629124264303,1
31,-0.31068188218299797,0.6599814397495125,0.5638629124264303,9
32,-0.31068188218299797,0.6599814397495125,0.5638629124264303,0
